,FuelClass1,FuelClass2,FuelClass3,FuelClass4,FuelClass5,FuelClass6,Total
1959-01-01,0.014871413,0.02678746,0.07500489,0.2691366,0.13649102,0.045572706,0.29872748
1959-02-01,0.015280639,0.027618865,0.07733282,0.2788774,0.13306811,0.046728186,0.30002862
1959-03-01,0.015687544,0.028450858,0.079662405,0.28871801,0.13052224,0.04670365,0.3010267
1959-04-01,0.016110286,0.029309092,0.082065456,0.2988154,0.12867996,0.04667801,0.3028428
1959-05-01,0.016564965,0.030242803,0.08467985,0.30996877,0.12781502,0.046652365,0.305955
1959-06-01,0.017286655,0.03153434,0.08829615,0.3229339,0.16646664,0.010598672,0.31418246
1959-07-01,0.017345015,0.03176854,0.088951916,0.327234,0.17076947,2.8710312e-18,0.30883494
1959-08-01,0.016997406,0.031409077,0.087945424,0.3276447,0.15779394,2.8358773e-18,0.29414585
1959-09-01,0.016741669,0.031149268,0.08721795,0.3281396,0.14817248,0.0027056155,0.285987
1959-10-01,0.016778175,0.031274077,0.08756741,0.33035448,0.14487243,0.01582552,0.2963176
1959-11-01,0.017075384,0.031778373,0.088979445,0.33501342,0.1460495,0.031812623,0.31569535
1959-12-01,0.017420866,0.032376856,0.09065519,0.340747,0.1539899,0.033486765,0.3279296
1960-01-01,0.017416477,0.032461036,0.09089091,0.34306756,0.18817395,7.6469053e-19,0.32894236
1960-02-01,0.017182572,0.032187782,0.09012579,0.34265372,0.1799595,7.473009e-19,0.31945565
1960-03-01,0.016833143,0.031740494,0.08887338,0.34106007,0.17049208,7.143194e-19,0.3079391
1960-04-01,0.016355444,0.031100508,0.08708142,0.33820117,0.15951878,6.7971835e-19,0.29405615
1960-05-01,0.015872616,0.030446976,0.08525153,0.33522844,0.14881967,6.3583776e-19,0.2803908
1960-06-01,0.015578903,0.030062476,0.08417493,0.33384672,0.14134315,2.7722e-19,0.27115947
1960-07-01,0.015568746,0.030061098,0.08417107,0.3341428,0.14023519,0.0,0.2700361
1960-08-01,0.015569002,0.030061593,0.08417246,0.33414862,0.14023048,0.00022739157,0.27026093
1960-09-01,0.015591232,0.030098643,0.0842762,0.3344796,0.14024083,0.0027308646,0.2729378
1960-10-01,0.015673438,0.030237662,0.084665455,0.33576125,0.14014693,0.008976365,0.27969983
1960-11-01,0.015823536,0.03049956,0.08539877,0.33833265,0.14180505,0.013533343,0.28706026
1960-12-01,0.015905296,0.03067961,0.08590291,0.34080446,0.15452243,3.2076518e-19,0.28701025
1961-01-01,0.015871434,0.030684084,0.08591544,0.3420544,0.14993636,3.180454e-19,0.28240734
1961-02-01,0.015637714,0.030391153,0.085095234,0.34138858,0.14272405,3.1312754e-19,0.27384818
1961-03-01,0.015387225,0.030061444,0.08417204,0.34025848,0.1361712,3.0491607e-19,0.2657919
1961-04-01,0.015151691,0.029743899,0.08328292,0.33901313,0.130556,2.945351e-19,0.25873452
1961-05-01,0.014988518,0.02955156,0.08274437,0.3390249,0.12457742,1.1454177e-19,0.25186187
1961-06-01,0.014855775,0.029378813,0.082260676,0.33855125,0.12097613,0.0,0.24747139
1961-07-01,0.01481894,0.029325206,0.08211058,0.3382461,0.12039566,0.000117012874,0.2467674
1961-08-01,0.014831717,0.029346526,0.08217027,0.33843708,0.12040006,0.001581272,0.24832983
1961-09-01,0.0148800565,0.02942709,0.08239585,0.3391568,0.120424405,0.004503589,0.251631
1961-10-01,0.014959413,0.029565481,0.08278335,0.34052932,0.121274814,0.008582319,0.25716537
1961-11-01,0.015110383,0.029820316,0.08349688,0.3428773,0.13223882,0.0,0.2606664
1961-12-01,0.015060359,0.029777326,0.08337651,0.34338626,0.12907694,0.0,0.25729114
1962-01-01,0.014938276,0.029622184,0.08294211,0.34308237,0.12529105,0.0,0.2527936
1962-02-01,0.014791781,0.029425912,0.08239255,0.34242016,0.121542215,0.0,0.24815246
1962-03-01,0.014556879,0.029093701,0.08146236,0.34083304,0.11686786,0.0,0.24198082
1962-04-01,0.014415087,0.02890999,0.08094797,0.34044734,0.112684935,0.0,0.23695798
1962-05-01,0.014303497,0.028755913,0.080516554,0.33984298,0.1101566,0.0,0.23373257
1962-06-01,0.014247787,0.028673407,0.080285534,0.33935967,0.109330855,6.653176e-05,0.23260412
1962-07-01,0.014236564,0.028658185,0.08024292,0.3393094,0.109055884,0.0010974267,0.23329099
1962-08-01,0.014270741,0.028715165,0.08040246,0.3398189,0.109072946,0.0035953477,0.23605666
1962-09-01,0.014342569,0.028835751,0.0807401,0.34091756,0.10979931,0.0057617957,0.23947954
1962-10-01,0.014443208,0.029003864,0.08121082,0.34242854,0.11680337,4.4913245e-20,0.24146128
1962-11-01,0.014520133,0.029133761,0.08157453,0.34362987,0.116663925,4.450257e-20,0.24189234
1962-12-01,0.014511803,0.02913422,0.08157582,0.34398025,0.11549711,4.3631325e-20,0.24071896
1963-01-01,0.0143629685,0.02892365,0.08098622,0.343015,0.11243397,4.2252043e-20,0.23670681
1963-02-01,0.014140325,0.028602462,0.080086894,0.34139374,0.10830744,3.4112163e-20,0.23113713
