"","x"
"214",0.246115240364576
"215",0.000126183626265265
"216",11734.0836510994
"217",809.68034749385
"218",0.111096037343409
"219",0.000122976687561022
"220",38205.3726031445
"221",555.673343630042
"222",0.083131570981127
"223",0.000325033885132289
"224",18056.8131487817
"225",740.515703661367
"226",0.0364211434129489
"227",0.000343867223502602
"228",22921.3217915967
"229",980.997094220947
"230",0.163984450430442
"231",9.90632834634744e-05
"232",8434.18840365484
"233",620.337322331034
"234",0.277587012313656
"235",3.93669945071451e-05
"236",10540.516145993
"237",549.223778583109
"238",0.263849209734456
"239",0.000175538651592797
"240",31344.6073746309
"241",512.96079212334
"242",0.28090172372589
"243",0.000162393765811576
"244",9888.27271386981
"245",665.794244117569
"246",0.055134453317886
"247",0.000116011250253068
"248",7909.96788907796
"249",914.897414378356
"250",0.114419025204464
"251",0.000137177347023971
"252",54679.9265253358
"253",797.617838450242
"254",0.0279362326517163
"255",0.000267823814838193
"256",59605.9859935194
"257",982.113295653835
"258",0.0771115674729356
"259",0.000343437162749469
"260",12189.2351377755
"261",694.886129838414
"262",0.0046246899945276
"263",0.000314607402470428
"264",34983.6636772379
"265",433.699626242742
"266",0.144376848953496
"267",0.000168109731898876
"268",26715.4546771199
"269",870.599980291445
"270",0.237189632455721
"271",0.000125955123950262
"272",36218.5983136296
"273",460.425251198467
"274",0.137057265305774
"275",0.000334239907404408
"276",58072.6367114112
"277",621.81351921754
"278",0.246844222137369
"279",0.000159481481779367
"280",39740.803308785
"281",136.448900704272
"282",0.149365586526326
"283",0.000142389608189696
"284",39542.6137153991
"285",342.319496779237
"286",0.057140543462863
"287",0.000264757156404667
"288",6866.10038671643
"289",958.639777265489
"290",0.0480302278935638
"291",0.000153958431766368
"292",35174.2043481208
"293",250.309736363124
"294",0.0500675823926255
"295",0.000181418264203239
"296",34202.7084860019
"297",896.854896238074
"298",0.175982903970523
"299",0.000104729177160189
"300",9381.96224346757
"301",891.21493200073
"302",0.0982467605243601
"303",3.78926903998945e-05
"304",46666.1889371462
"305",535.477840574458
"306",0.223123723898904
"307",0.000132014863493387
"308",11046.8518123962
"309",171.114676608704
"310",0.0586901407818595
"311",0.000138392943753861
"312",17028.6254044622
"313",156.087977113202
"314",0.193517777225079
"315",7.53616646246519e-05
"316",45803.172307089
"317",298.288583185058
"318",0.00907338902746516
"319",0.000250439886024687
"320",39393.1112322025
"321",479.702646250371
"322",0.0596493126056424
"323",0.000277954023194034
"324",14930.1334172487
"325",227.551637787838
"326",0.238149643961501
"327",3.65269622963387e-05
"328",48332.6020846143
"329",907.289532828145
"330",0.0126416844705607
"331",0.000245524084644858
"332",13467.0357657596
"333",192.366807349026
"334",0.132491037715726
"335",0.000225918087811442
"336",29011.5720634349
"337",339.162797702011
"338",0.0243785024724214
"339",0.000204059244140517
"340",57263.7134939432
"341",887.97058010241
"342",0.220614832689609
"343",0.000227884622125421
"344",49521.7791739851
"345",865.069556201342
"346",0.0967026488067533
"347",0.000188392325623427
"348",6895.70930879563
"349",636.81126505835
"350",0.266509215017552
"351",7.30652401561383e-05
"352",55242.1427727677
"353",725.027392001357
"354",0.0972921579215095
"355",0.000117545950133353
"356",17957.4789209291
"357",896.911726577673
"358",0.114947589898792
"359",0.000365075249879155
"360",43839.9447868578
"361",108.144429640379
"362",0.0716961400207614
"363",0.000298581563312327
"364",54449.966811575
"365",637.520220619626
"366",0.159316914346228
"367",6.88586121890694e-05
"368",17165.3730031103
"369",347.185501956847
"370",0.126203657745463
"371",0.000292324789386475
"372",38302.950868383
"373",969.126602541655
"374",0.241917310033951
"375",0.000220145348892547
"376",53776.0546677746
"377",827.060850162525
"378",0.262096486002869
"379",8.65676904225256e-05
"380",6651.56105300412
"381",102.1977070719
"382",0.213520551278338
"383",7.88016888219863e-05
"384",58991.860200651
"385",866.846653888933
"386",0.219112227249251
"387",5.91219300427474e-05
"388",41308.1482825801
"389",306.736052816268
"390",0.0929644910259342
"391",0.0002456091966643
"392",49638.5867153294
"393",293.01294174511
"394",0.0344020857351471
"395",0.000157703338626306
"396",32206.5051840618
"397",761.095074005425
"398",0.16556518176361
"399",0.000272588436313672
"400",43083.6199563928
"401",764.470009761862
