Sample_ID,Date,Location,Species,Gasex_typeOrSequence,Duplicate_flag,Chem_type,Sample_disc_size,Disc_area_cm2,Num_discs,Leaf_area_cm2,FW_g,DW_g,H20_pc,LMA_gDW_m2,SLA_cm2_g,Canopy_position,,,,,
BNL11593,2016-04-25,PA-PNM,ALBIAD,ACi,1,CHN,9,1.247,2,2.494,0.037,0.0104,71.89,41.70,239.79,sunlit,,,,,
BNL11594,2016-04-25,PA-PNM,ANACEX,ACi,1,CHN,15,3.431,6,20.584,0.345,0.1267,63.28,61.55,162.46,understory,,,,,
BNL11595,2016-04-25,PA-PNM,CASTEL,ACi,1,CHN,15,3.431,10,34.307,0.353,0.1064,69.86,31.01,322.43,understory,,,,,
BNL11646,2016-04-25,PA-PNM,ALBIAD,ACi,1,CHN,12,2.130,2,4.259,0.046,0.0157,65.87,36.86,271.29,sunlit,,,,,
BNL11650,2016-04-25,PA-PNM,FICUIN,ACi,1,CHN,15,3.431,4,13.723,0.495,0.1792,63.80,130.59,76.58,sunlit,,,,,
BNL11651,2016-04-25,PA-PNM,ALBIAD,ACi,1,CHN,12,2.130,2,4.259,0.051,0.0144,71.76,33.81,295.78,sunlit,,,,,
BNL11652,2016-04-25,PA-PNM,FICUIN,ACi,1,CHN,15,3.431,4,13.723,0.442,0.1750,60.41,127.53,78.42,sunlit,,,,,
BNL11653,2016-04-25,PA-PNM,ALBIAD,ACi,1,CHN,11,1.843,2,3.685,0.044,0.0188,57.27,51.02,196.02,sunlit,,,,,
BNL11656,2016-04-25,PA-PNM,FICUIN,ACi,1,CHN,11,1.843,9,16.583,0.565,0.1990,64.78,120.00,83.33,sunlit,,,,,
BNL11657,2016-04-25,PA-PNM,CASTEL,ACi,1,CHN,11,1.843,3,5.528,0.086,0.0391,54.53,70.74,141.37,understory,,,,,
BNL11816,2016-04-25,PA-PNM,ANACEX,ACi,1,CHN,15,3.431,7,24.015,0.405,0.1430,64.69,59.55,167.94,understory,,,,,
BNL11918,2016-04-25,PA-PNM,CAL2CA,Diurnal 1,1,CHN,12,2.130,3,6.389,0.126,0.0530,57.94,82.96,120.54,sunlit,,,,,
BNL11914,2016-04-25,PA-PNM,LUEHSE,Diurnal 1,1,CHN,15,3.431,2,6.861,0.257,0.1271,50.54,185.24,53.98,sunlit,,,,,
BNL11913,2016-04-25,PA-PNM,LUEHSE,Diurnal 1,1,CHN,12,2.130,3,6.389,0.196,0.0997,49.13,156.05,64.08,sunlit,,,,,
BNL11920,2016-04-25,PA-PNM,CORDAL,Diurnal 1,1,CHN,10,1.539,4,6.158,0.116,0.0547,52.84,88.83,112.57,sunlit,,,,,
BNL11915,2016-04-25,PA-PNM,ANACEX,Diurnal 1,1,CHN,15,3.431,3,10.292,0.286,0.1046,63.43,101.63,98.39,sunlit,,,,,
BNL11916,2016-04-25,PA-PNM,ANACEX,Diurnal 1,1,CHN,15,3.431,3,10.292,0.315,0.1066,66.16,103.57,96.55,sunlit,,,,,
BNL11921,2016-04-25,PA-PNM,FICUIN,Diurnal 1,1,CHN,15,3.431,3,10.292,0.363,0.1282,64.68,124.56,80.28,sunlit,,,,,
BNL11922,2016-04-25,PA-PNM,FICUIN,Diurnal 1,1,CHN,15,3.431,3,10.292,0.343,0.1088,68.28,105.71,94.60,sunlit,,,,,
BNL11925,2016-04-25,PA-PNM,ANTITR,Diurnal 1,1,CHN,15,3.431,3,10.292,0.193,0.0795,58.81,77.24,129.46,sunlit,,,,,
BNL11926,2016-04-25,PA-PNM,ANTITR,Diurnal 1,1,CHN,15,3.431,3,10.292,0.188,0.0793,57.82,77.05,129.79,sunlit,,,,,
BNL11919,2016-04-25,PA-PNM,CORDAL,Diurnal 1,1,CHN,10,1.539,4,6.158,0.119,0.0572,51.93,92.89,107.65,sunlit,,,,,
BNL11917,2016-04-25,PA-PNM,CAL2CA,Diurnal 1,1,CHN,12,2.130,4,8.518,0.167,0.0666,60.12,78.18,127.90,sunlit,,,,,
BNL11924,2016-04-25,PA-PNM,ALBIAD,Diurnal 1,1,CHN,10,1.539,5,7.697,0.107,0.0351,67.20,45.60,219.28,sunlit,,,,,
BNL11923,2016-04-25,PA-PNM,ALBIAD,Diurnal 1,1,CHN,12,2.130,4,8.518,0.120,0.0387,67.75,45.43,220.12,sunlit,,,,,
BNL11927,2016-04-25,PA-PNM,LUEHSE,Diurnal 2,1,CHN,12,2.130,4,8.518,0.228,0.1160,49.12,136.17,73.44,sunlit,,,,,
BNL11928,2016-04-25,PA-PNM,LUEHSE,Diurnal 2,1,CHN,12,2.130,4,8.518,0.262,0.1322,49.54,155.19,64.44,sunlit,,,,,
BNL11929,2016-04-25,PA-PNM,ANACEX,Diurnal 2,1,CHN,15,3.431,4,13.723,0.384,0.1438,62.55,104.79,95.43,sunlit,,,,,
BNL11930,2016-04-25,PA-PNM,ANACEX,Diurnal 2,1,CHN,15,3.431,4,13.723,0.365,0.1381,62.16,100.64,99.37,sunlit,,,,,
BNL11931,2016-04-25,PA-PNM,CORDAL,Diurnal 2,1,CHN,12,2.130,4,8.518,0.157,0.0779,50.38,91.45,109.35,sunlit,,,,,
BNL11932,2016-04-25,PA-PNM,CORDAL,Diurnal 2,1,CHN,12,2.130,5,10.648,0.232,0.1205,48.06,113.17,88.37,sunlit,,,,,
BNL11933,2016-04-25,PA-PNM,CAL2CA,Diurnal 2,1,CHN,10,1.539,5,7.697,0.155,0.0671,56.71,87.18,114.71,sunlit,,,,,
BNL11934,2016-04-25,PA-PNM,CAL2CA,Diurnal 2,1,CHN,8,1.018,6,6.106,0.139,0.0550,60.43,90.07,111.02,sunlit,,,,,
BNL11935,2016-04-25,PA-PNM,FICUIN,Diurnal 2,1,CHN,15,3.431,4,13.723,0.495,0.1737,64.91,126.58,79.00,sunlit,,,,,
BNL11955,2016-04-25,PA-PNM,FICUIN,Diurnal 2,1,CHN,15,3.431,4,13.723,0.470,0.1457,69.00,106.17,94.19,sunlit,,,,,
BNL11956,2016-04-25,PA-PNM,ALBIAD,Diurnal 2,1,CHN,10,1.539,6,9.236,0.121,0.0416,65.62,45.04,222.03,sunlit,,,,,
BNL11957,2016-04-25,PA-PNM,ALBIAD,Diurnal 2,1,CHN,10,1.539,6,9.236,0.122,0.0462,62.13,50.02,199.92,sunlit,,,,,
BNL11958,2016-04-25,PA-PNM,ANTITR,Diurnal 2,1,CHN,15,3.431,4,13.723,0.262,0.1111,57.60,80.96,123.52,sunlit,,,,,
BNL11959,2016-04-25,PA-PNM,ANTITR,Diurnal 2,1,CHN,15,3.431,4,13.723,0.244,0.1026,57.95,74.77,133.75,sunlit,,,,,
BNL11960,2016-04-25,PA-PNM,LUEHSE,Diurnal 3,1,CHN,15,3.431,5,17.153,0.459,0.2426,47.15,141.43,70.71,sunlit,,,,,
BNL11961,2016-04-25,PA-PNM,LUEHSE,Diurnal 3,1,CHN,15,3.431,5,17.153,0.458,0.2345,48.80,136.71,73.15,sunlit,,,,,
BNL11962,2016-04-25,PA-PNM,ANACEX,Diurnal 3,1,CHN,15,3.431,5,17.153,0.510,0.1844,63.84,107.50,93.02,sunlit,,,,,
BNL11963,2016-04-25,PA-PNM,ANACEX,Diurnal 3,1,CHN,15,3.431,5,17.153,0.493,0.1795,63.59,104.64,95.56,sunlit,,,,,
BNL11964,2016-04-25,PA-PNM,CORDAL,Diurnal 3,1,CHN,11,1.843,3,5.528,0.120,0.0489,59.25,88.46,113.04,sunlit,,,,,
BNL11965,2016-04-25,PA-PNM,CORDAL,Diurnal 3,1,CHN,11,1.843,3,5.528,0.124,0.0658,46.94,119.04,84.01,sunlit,,,,,
BNL11966,2016-04-25,PA-PNM,CAL2CA,Diurnal 3,1,CHN,12,2.130,3,6.389,0.158,0.0613,61.20,95.95,104.22,sunlit,,,,,
BNL11967,2016-04-25,PA-PNM,CAL2CA,Diurnal 3,1,CHN,10,1.539,4,6.158,0.140,0.0587,58.07,95.33,104.90,sunlit,,,,,
BNL11968,2016-04-25,PA-PNM,FICUIN,Diurnal 3,1,CHN,15,3.431,6,20.584,0.705,0.2671,62.11,129.76,77.07,sunlit,,,,,
BNL11969,2016-04-25,PA-PNM,FICUIN,Diurnal 3,1,CHN,15,3.431,5,17.153,0.619,0.2315,62.60,134.96,74.10,sunlit,,,,,
BNL11970,2016-04-25,PA-PNM,ALBIAD,Diurnal 3,1,CHN,10,1.539,6,9.236,0.119,0.0425,64.29,46.01,217.32,sunlit,,,,,
BNL11971,2016-04-25,PA-PNM,ALBIAD,Diurnal 3,1,CHN,10,1.539,8,12.315,0.176,0.0561,68.13,45.55,219.52,sunlit,,,,,
BNL11972,2016-04-25,PA-PNM,ANTITR,Diurnal 3,1,CHN,15,3.431,6,20.584,0.386,0.1564,59.48,75.98,131.61,sunlit,,,,,
BNL11973,2016-04-25,PA-PNM,ANTITR,Diurnal 3,1,CHN,15,3.431,6,20.584,0.368,0.1576,57.17,76.56,130.61,sunlit,,,,,
BNL11974,2016-04-25,PA-PNM,LUEHSE,Diurnal 4,1,CHN,11,1.843,5,9.213,0.229,0.1216,46.90,131.99,75.76,sunlit,,,,,
BNL11975,2016-04-25,PA-PNM,LUEHSE,Diurnal 4,1,CHN,11,1.843,5,9.213,0.280,0.1393,50.25,151.20,66.14,sunlit,,,,,
BNL11596,2016-04-26,PA-PNM,CAL2CA,ACi,1,CHN,8,1.018,4,4.071,0.061,0.0129,78.85,31.69,315.57,understory,,,,,
BNL11599,2016-04-26,PA-PNM,CAL1,ACi,1,CHN,15,3.431,5,17.153,0.183,0.0493,73.06,28.74,347.94,understory,,,,,
BNL11600,2016-04-26,PA-PNM,AST2GR,ACi,1,CHN,8,1.018,4,4.071,0.034,0.0138,59.41,33.90,294.99,understory,,,,,
BNL11817,2016-04-26,PA-PNM,POSOLA,ACi,1,CHN,15,3.431,5,17.153,0.337,0.0990,70.62,57.71,173.27,understory,,,,,
BNL11818,2016-04-26,PA-PNM,POSOLA,ACi,1,CHN,15,3.431,5,17.153,0.334,0.0949,71.59,55.32,180.75,understory,,,,,
BNL11819,2016-04-26,PA-PNM,POSOLA,ACi,1,CHN,13,2.474,11,27.219,0.546,0.1666,69.49,61.21,163.38,understory,,,,,
BNL11820,2016-04-26,PA-PNM,CAPI,ACi,1,CHN,8,1.018,7,7.124,0.140,0.0388,72.29,54.46,183.61,understory,,,,,
BNL11821,2016-04-26,PA-PNM,CAL2CA,ACi,1,CHN,8,1.018,5,5.089,0.061,0.0150,75.41,29.48,339.24,understory,,,,,
BNL11822,2016-04-26,PA-PNM,CAL1,ACi,1,CHN,15,3.431,4,13.723,0.172,0.0302,82.44,22.01,454.40,understory,,,,,
BNL11823,2016-04-26,PA-PNM,CAPI,ACi,1,CHN,12,2.130,4,8.518,0.183,0.0566,69.07,66.44,150.50,understory,,,,,
BNL11824,2016-04-26,PA-PNM,ANACEX,ACi,1,CHN,15,3.431,5,17.153,0.234,0.0775,66.88,45.18,221.34,understory,,,,,
BNL11825,2016-04-26,PA-PNM,LUEHSE,ACi,1,CHN,15,3.431,6,20.584,0.173,0.0852,50.75,41.39,241.60,understory,,,,,
BNL11826,2016-04-26,PA-PNM,PPRE,ACi,1,CHN,15,3.431,5,17.153,0.256,0.0705,72.46,41.10,243.31,understory,,,,,
BNL11827,2016-04-26,PA-PNM,PIT1RU,ACi,1,CHN,12,2.130,6,12.778,0.121,0.0553,54.30,43.28,231.06,understory,,,,,
BNL11828,2016-04-26,PA-PNM,LUEHSE,ACi,1,CHN,15,3.431,6,20.584,0.197,0.0849,56.90,41.25,242.45,understory,,,,,
BNL11829,2016-04-26,PA-PNM,PPRE,ACi,1,CHN,15,3.431,4,13.723,0.173,0.0467,73.01,34.03,293.85,understory,,,,,
BNL11830,2016-04-26,PA-PNM,ANACEX,ACi,1,CHN,15,3.431,6,20.584,0.296,0.0908,69.32,44.11,226.70,understory,,,,,
BNL11831,2016-04-26,PA-PNM,PIT1RU,ACi,1,CHN,12,2.130,6,12.778,0.120,0.0528,56.00,41.32,242.00,understory,,,,,
BNL11832,2016-04-26,PA-PNM,CUPACI,ACi,1,CHN,15,3.431,6,20.584,0.266,0.1556,41.50,75.59,132.29,understory,,,,,
BNL11833,2016-04-26,PA-PNM,ANACEX,ACi,1,CHN,15,3.431,6,20.584,0.289,0.0933,67.72,45.33,220.62,understory,,,,,
BNL11834,2016-04-26,PA-PNM,PPRE,ACi,1,CHN,15,3.431,6,20.584,0.277,0.0722,73.94,35.08,285.10,understory,,,,,
BNL11845,2016-04-26,PA-PNM,CAPI,ACi,1,CHN,8,1.018,10,10.177,0.193,0.0618,67.98,60.72,164.68,understory,,,,,
BNL11848,2016-04-26,PA-PNM,ALBIAD,ACi,1,CHN,8,1.018,4,4.071,0.031,0.0125,59.68,30.71,325.67,understory,,,,,
BNL11849,2016-04-26,PA-PNM,POSOLA,ACi,1,CHN,13,2.474,12,29.694,0.688,0.2215,67.81,74.59,134.06,understory,,,,,
BNL11850,2016-04-26,PA-PNM,CAL1,ACi,1,CHN,15,3.431,5,17.153,0.169,0.0462,72.66,26.93,371.29,understory,,,,,
BNL11976,2016-04-26,PA-PNM,LUEHSE,Diurnal 5,1,CHN,15,3.431,7,24.015,0.546,0.2863,47.56,119.22,83.88,sunlit,,,,,
BNL11977,2016-04-26,PA-PNM,LUEHSE,Diurnal 5,1,CHN,15,3.431,5,17.153,0.406,0.2124,47.68,123.82,80.76,sunlit,,,,,
BNL11978,2016-04-26,PA-PNM,ANACEX,Diurnal 5,1,CHN,15,3.431,8,27.446,0.775,0.2378,69.32,86.64,115.41,sunlit,,,,,
BNL11979,2016-04-26,PA-PNM,ANACEX,Diurnal 5,1,CHN,15,3.431,8,27.446,0.814,0.2982,63.37,108.65,92.04,sunlit,,,,,
BNL11980,2016-04-26,PA-PNM,CORDAL,Diurnal 5,1,CHN,15,3.431,4,13.723,0.288,0.1239,56.98,90.29,110.76,sunlit,,,,,
BNL11981,2016-04-26,PA-PNM,CORDAL,Diurnal 5,1,CHN,12,2.130,5,10.648,0.193,0.0885,54.15,83.11,120.32,sunlit,,,,,
BNL11982,2016-04-26,PA-PNM,CAL2CA,Diurnal 5,1,CHN,12,2.130,2,4.259,0.085,0.0360,57.65,84.52,118.31,sunlit,,,,,
BNL11983,2016-04-26,PA-PNM,CAL2CA,Diurnal 5,1,CHN,12,2.130,3,6.389,0.124,0.0525,57.66,82.17,121.69,sunlit,,,,,
BNL11984,2016-04-26,PA-PNM,FICUIN,Diurnal 5,1,CHN,15,3.431,8,27.446,0.990,0.4000,59.60,145.74,68.61,sunlit,,,,,
BNL11985,2016-04-26,PA-PNM,FICUIN,Diurnal 5,1,CHN,15,3.431,8,27.446,0.971,0.3317,65.84,120.86,82.74,sunlit,,,,,
BNL11986,2016-04-26,PA-PNM,ALBIAD,Diurnal 5,1,CHN,12,2.130,6,12.778,0.179,0.0619,65.42,48.44,206.42,sunlit,,,,,
BNL11987,2016-04-26,PA-PNM,ALBIAD,Diurnal 5,1,CHN,15,3.431,8,27.446,0.405,0.1372,66.12,49.99,200.04,sunlit,,,,,
BNL11988,2016-04-26,PA-PNM,ANTITR,Diurnal 5,1,CHN,15,3.431,5,17.153,0.336,0.1369,59.26,79.81,125.30,sunlit,,,,,
BNL11989,2016-04-26,PA-PNM,ANTITR,Diurnal 5,1,CHN,15,3.431,7,24.015,0.457,0.1815,60.28,75.58,132.31,sunlit,,,,,
BNL11551,2016-04-26,PA-PNM,LUEHSE,Diurnal 7,1,CHN,15,3.431,4,13.723,0.339,0.1761,48.05,128.33,77.93,sunlit,,,,,
BNL11552,2016-04-26,PA-PNM,LUEHSE,Diurnal 7,1,CHN,15,3.431,4,13.723,0.386,0.1985,48.58,144.65,69.13,sunlit,,,,,
BNL11555,2016-04-26,PA-PNM,ANACEX,Diurnal 7,1,CHN,15,3.431,4,13.723,0.395,0.1427,63.87,103.99,96.17,sunlit,,,,,
BNL11556,2016-04-26,PA-PNM,ANACEX,Diurnal 7,1,CHN,15,3.431,4,13.723,0.393,0.1432,63.56,104.35,95.83,sunlit,,,,,
BNL11557,2016-04-26,PA-PNM,CORDAL,Diurnal 7,1,CHN,12,2.130,5,10.648,0.235,0.1132,51.83,106.31,94.06,sunlit,,,,,
BNL11558,2016-04-26,PA-PNM,CORDAL,Diurnal 7,1,CHN,10,1.539,5,7.697,0.129,0.0553,57.13,71.85,139.18,sunlit,,,,,
BNL11559,2016-04-26,PA-PNM,CAL2CA,Diurnal 7,1,CHN,12,2.130,4,8.518,0.182,0.0739,59.40,86.75,115.27,sunlit,,,,,
BNL11560,2016-04-26,PA-PNM,CAL2CA,Diurnal 7,1,CHN,12,2.130,4,8.518,0.183,0.0722,60.55,84.76,117.98,sunlit,,,,,
BNL11561,2016-04-26,PA-PNM,FICUIN,Diurnal 7,1,CHN,15,3.431,4,13.723,0.464,0.1638,64.70,119.36,83.78,sunlit,,,,,
BNL11562,2016-04-26,PA-PNM,FICUIN,Diurnal 7,1,CHN,15,3.431,4,13.723,0.517,0.2035,60.64,148.29,67.43,sunlit,,,,,
BNL11563,2016-04-26,PA-PNM,ALBIAD,Diurnal 7,1,CHN,12,2.130,5,10.648,0.164,0.0553,66.28,51.93,192.55,sunlit,,,,,
BNL11564,2016-04-26,PA-PNM,ALBIAD,Diurnal 7,1,CHN,12,2.130,4,8.518,0.126,0.0419,66.75,49.19,203.30,sunlit,,,,,
BNL11569,2016-04-26,PA-PNM,ANTITR,Diurnal 7,1,CHN,15,3.431,4,13.723,0.252,0.1079,57.18,78.63,127.18,sunlit,,,,,
BNL11570,2016-04-26,PA-PNM,ANTITR,Diurnal 7,1,CHN,15,3.431,4,13.723,0.336,0.0997,70.33,72.65,137.64,sunlit,,,,,
STRI_0019,2016-05-17,PA-PNM,PSE1SE,Diurnal 1,1,NSC,12,2.850,4,11.400,0.290,0.0977,66.31,85.70,116.68,sunlit,,,,,
STRI_0020,2016-05-17,PA-PNM,PSE1SE,Diurnal 1,1,NSC,12,2.850,4,11.400,0.320,0.0869,72.84,76.23,131.19,sunlit,,,,,
STRI_0021,2016-05-17,PA-PNM,CASTEL,Diurnal 1,1,NSC,12,2.850,4,11.400,0.400,0.0790,80.25,69.30,144.30,sunlit,,,,,
STRI_0022,2016-05-17,PA-PNM,CASTEL,Diurnal 1,1,NSC,12,2.850,5,14.250,0.390,0.1017,73.92,71.37,140.12,sunlit,,,,,
STRI_0023,2016-05-17,PA-PNM,LUEHSE,Diurnal 1,1,NSC,12,2.850,4,11.400,0.390,0.2024,48.10,177.54,56.32,sunlit,,,,,
STRI_0024,2016-05-17,PA-PNM,LUEHSE,Diurnal 1,1,NSC,12,2.850,4,11.400,0.300,0.1972,34.27,172.98,57.81,sunlit,,,,,
STRI_0025,2016-05-17,PA-PNM,ANACEX,Diurnal 1,1,NSC,12,2.850,3,8.550,0.390,0.1196,69.33,139.88,71.49,sunlit,,,,,
STRI_0026,2016-05-17,PA-PNM,ANACEX,Diurnal 1,1,NSC,12,2.850,4,11.400,0.220,0.1593,27.59,139.74,71.56,sunlit,,,,,
STRI_0027,2016-05-17,PA-PNM,CORDAL,Diurnal 1,1,NSC,12,2.850,4,11.400,0.270,0.0870,67.78,76.32,131.03,sunlit,,,,,
STRI_0028,2016-05-17,PA-PNM,CORDAL,Diurnal 1,1,NSC,12,2.850,4,11.400,0.250,0.1167,53.32,102.37,97.69,sunlit,,,,,
STRI_0029,2016-05-17,PA-PNM,CAL2CA,Diurnal 1,1,NSC,12,2.850,4,11.400,0.250,0.0531,78.76,46.58,214.69,sunlit,,,,,
STRI_0030,2016-05-17,PA-PNM,CAL2CA,Diurnal 1,1,NSC,12,2.850,5,14.250,0.340,0.0670,80.29,47.02,212.69,sunlit,,,,,
STRI_0031,2016-05-17,PA-PNM,FICUIN,Diurnal 1,1,NSC,12,2.850,3,8.550,0.370,0.1479,60.03,172.98,57.81,sunlit,,,,,
STRI_0032,2016-05-17,PA-PNM,FICUIN,Diurnal 1,1,NSC,12,2.850,4,11.400,0.500,0.1930,61.40,169.30,59.07,sunlit,,,,,
STRI_0033,2016-05-17,PA-PNM,ALBIAD,Diurnal 1,1,NSC,12,2.850,3,8.550,0.150,0.0600,60.00,70.18,142.50,sunlit,,,,,
STRI_0034,2016-05-17,PA-PNM,ALBIAD,Diurnal 1,1,NSC,12,2.850,4,11.400,0.220,0.0865,60.68,75.88,131.79,sunlit,,,,,
STRI_0035,2016-05-17,PA-PNM,ANTITR,Diurnal 1,1,NSC,12,2.850,5,14.250,0.230,0.0589,74.39,41.33,241.94,sunlit,,,,,
STRI_0036,2016-05-17,PA-PNM,ANTITR,Diurnal 1,1,NSC,12,2.850,4,11.400,0.210,0.0503,76.05,44.12,226.64,sunlit,,,,,
STRI_0055,2016-05-17,PA-PNM,PSE1SE,Diurnal 3,1,NSC,12,2.850,4,11.400,0.300,0.1019,66.03,89.39,111.87,sunlit,,,,,
STRI_0056,2016-05-17,PA-PNM,PSE1SE,Diurnal 3,1,CHN/NSC,12,2.850,4,11.400,0.300,0.1016,66.13,89.12,112.20,sunlit,,,,,
STRI_0057,2016-05-17,PA-PNM,CASTEL,Diurnal 3,1,NSC,12,2.850,4,11.400,0.310,0.0842,72.84,73.86,135.39,sunlit,,,,,
STRI_0058,2016-05-17,PA-PNM,CASTEL,Diurnal 3,1,CHN/NSC,12,2.850,4,11.400,0.300,0.0860,71.33,75.44,132.56,sunlit,,,,,
STRI_0059,2016-05-17,PA-PNM,LUEHSE,Diurnal 3,1,CHN/NSC,12,2.850,4,11.400,0.290,0.1825,37.07,160.09,62.47,sunlit,,,,,
STRI_0060,2016-05-17,PA-PNM,LUEHSE,Diurnal 3,1,NSC,12,2.850,4,11.400,0.360,0.1876,47.89,164.56,60.77,sunlit,,,,,
STRI_0061,2016-05-17,PA-PNM,ANACEX,Diurnal 3,1,NSC,12,2.850,3,8.550,0.290,0.1124,61.24,131.46,76.07,sunlit,,,,,
STRI_0062,2016-05-17,PA-PNM,ANACEX,Diurnal 3,1,CHN/NSC,12,2.850,4,11.400,0.380,0.1518,60.05,133.16,75.10,sunlit,,,,,
STRI_0063,2016-05-17,PA-PNM,CORDAL,Diurnal 3,1,NSC,12,2.850,3,8.550,0.210,0.0823,60.81,96.26,103.89,sunlit,,,,,
STRI_0064,2016-05-17,PA-PNM,CORDAL,Diurnal 3,1,CHN/NSC,12,2.850,3,8.550,0.210,0.0896,57.33,104.80,95.42,sunlit,,,,,
STRI_0065,2016-05-17,PA-PNM,CAL2CA,Diurnal 3,1,CHN/NSC,12,2.850,4,11.400,0.260,0.0594,77.15,52.11,191.92,sunlit,,,,,
STRI_0066,2016-05-17,PA-PNM,CAL2CA,Diurnal 3,1,NSC,12,2.850,4,11.400,0.260,0.0577,77.81,50.61,197.57,sunlit,,,,,
STRI_0067,2016-05-17,PA-PNM,FICUIN,Diurnal 3,1,NSC,12,2.850,3,8.550,0.380,0.1575,58.55,184.21,54.29,sunlit,,,,,
STRI_0068,2016-05-17,PA-PNM,FICUIN,Diurnal 3,1,CHN/NSC,12,2.850,3,8.550,0.350,0.1406,59.83,164.44,60.81,sunlit,,,,,
STRI_0069,2016-05-17,PA-PNM,ALBIAD,Diurnal 3,1,CHN/NSC,12,2.850,5,14.250,0.250,0.1007,59.72,70.67,141.51,sunlit,,,,,
STRI_0070,2016-05-17,PA-PNM,ALBIAD,Diurnal 3,1,NSC,12,2.850,5,14.250,0.260,0.1120,56.92,78.60,127.23,sunlit,,,,,
STRI_0071,2016-05-17,PA-PNM,ANTITR,Diurnal 3,1,CHN/NSC,12,2.850,5,14.250,0.250,0.0673,73.08,47.23,211.74,sunlit,,,,,
STRI_0072,2016-05-17,PA-PNM,ANTITR,Diurnal 3,1,NSC,12,2.850,5,14.250,0.230,0.0614,73.30,43.09,232.08,sunlit,,,,,
STRI_0093,2016-05-17,PA-PNM,PSE1SE,Diurnal 5,1,NSC,12,2.850,3,8.550,0.220,0.0757,65.59,88.54,112.95,sunlit,,,,,
STRI_0094,2016-05-17,PA-PNM,PSE1SE,Diurnal 5,1,NSC,12,2.850,3,8.550,0.210,0.0772,63.24,90.29,110.75,sunlit,,,,,
STRI_0095,2016-05-17,PA-PNM,CASTEL,Diurnal 5,1,NSC,12,2.850,3,8.550,0.240,0.0671,72.04,78.48,127.42,sunlit,,,,,
STRI_0096,2016-05-17,PA-PNM,CASTEL,Diurnal 5,1,NSC,12,2.850,3,8.550,0.260,0.0752,71.08,87.95,113.70,sunlit,,,,,
STRI_0097,2016-05-17,PA-PNM,LUEHSE,Diurnal 5,1,NSC,12,2.850,3,8.550,0.300,0.1570,47.67,183.63,54.46,sunlit,,,,,
STRI_0098,2016-05-17,PA-PNM,LUEHSE,Diurnal 5,1,NSC,12,2.850,3,8.550,0.330,0.1676,49.21,196.02,51.01,sunlit,,,,,
STRI_0099,2016-05-17,PA-PNM,ANACEX,Diurnal 5,1,NSC,12,2.850,3,8.550,0.300,0.1183,60.57,138.36,72.27,sunlit,,,,,
STRI_0100,2016-05-17,PA-PNM,ANACEX,Diurnal 5,1,NSC,12,2.850,3,8.550,0.300,0.1184,60.53,138.48,72.21,sunlit,,,,,
STRI_0101,2016-05-17,PA-PNM,CORDAL,Diurnal 5,1,NSC,12,2.850,4,11.400,0.240,0.1155,51.88,101.32,98.70,sunlit,,,,,
STRI_0102,2016-05-17,PA-PNM,CORDAL,Diurnal 5,1,NSC,12,2.850,4,11.400,0.260,0.1240,52.31,108.77,91.94,sunlit,,,,,
STRI_0103,2016-05-17,PA-PNM,CAL2CA,Diurnal 5,1,NSC,12,2.850,4,11.400,0.260,0.0545,79.04,47.81,209.17,sunlit,,,,,
STRI_0104,2016-05-17,PA-PNM,CAL2CA,Diurnal 5,1,NSC,12,2.850,4,11.400,0.270,0.0620,77.04,54.39,183.87,sunlit,,,,,
STRI_0105,2016-05-17,PA-PNM,FICUIN,Diurnal 5,1,NSC,12,2.850,3,8.550,0.380,0.1422,62.58,166.32,60.13,sunlit,,,,,
STRI_0106,2016-05-17,PA-PNM,FICUIN,Diurnal 5,1,NSC,12,2.850,3,8.550,0.370,0.1460,60.54,170.76,58.56,sunlit,,,,,
STRI_0107,2016-05-17,PA-PNM,ALBIAD,Diurnal 5,1,NSC,12,2.850,5,14.250,0.270,0.1089,59.67,76.42,130.85,sunlit,,,,,
STRI_0108,2016-05-17,PA-PNM,ALBIAD,Diurnal 5,1,NSC,12,2.850,5,14.250,0.260,0.1028,60.46,72.14,138.62,sunlit,,,,,
STRI_0109,2016-05-17,PA-PNM,ANTITR,Diurnal 5,1,NSC,12,2.850,5,14.250,0.240,0.0627,73.88,44.00,227.27,sunlit,,,,,
STRI_0110,2016-05-17,PA-PNM,ANTITR,Diurnal 5,1,NSC,12,2.850,5,14.250,0.230,0.0621,73.00,43.58,229.47,sunlit,,,,,
STRI_0129,2016-05-24,PA-SLZ,TERMAM,Diurnal 1,1,NSC,12,2.850,3,8.550,0.240,0.0808,66.33,94.50,105.82,sunlit,,,,,
STRI_0130,2016-05-24,PA-SLZ,TERMAM,Diurnal 1,1,NSC,12,2.850,3,8.550,0.210,0.0739,64.81,86.43,115.70,sunlit,,,,,
STRI_0131,2016-05-24,PA-SLZ,TOCOPI,Diurnal 1,1,NSC,12,2.850,4,11.400,0.290,0.1074,62.97,94.21,106.15,sunlit,,,,,
STRI_0132,2016-05-24,PA-SLZ,TOCOPI,Diurnal 1,1,NSC,12,2.850,4,11.400,0.280,0.1117,60.11,97.98,102.06,sunlit,,,,,
STRI_0133,2016-05-24,PA-SLZ,CARAGU,Diurnal 1,1,NSC,12,2.850,3,8.550,0.330,0.1581,52.09,184.91,54.08,sunlit,,,,,
